#Organism/Name	Kingdom	Group	SubGroup	Size (Mb)	Chrs	Organelles	Plasmids	BioProjects
Tomato common mosaic virus	Viruses	ssDNA viruses	Geminiviridae	0.005058	2	-	-	1
Tomato curly stunt virus	Viruses	ssDNA viruses	Geminiviridae	0.002766	1	-	-	1
Tomato dwarf leaf virus	Viruses	ssDNA viruses	Geminiviridae	0.005034	2	-	-	1
Tomato golden leaf spot virus	Viruses	ssDNA viruses	Geminiviridae	0.002669	1	-	-	1
Tomato golden mosaic virus	Viruses	ssDNA viruses	Geminiviridae	0.005096	2	-	-	1
Tomato golden mottle virus	Viruses	ssDNA viruses	Geminiviridae	0.005172	2	-	-	1
Tomato infectious chlorosis virus	Viruses	ssRNA viruses	Closteroviridae	0.016184	2	-	-	1
Tomato leaf curl Arusha virus	Viruses	ssDNA viruses	Geminiviridae	0.002762	1	-	-	1
Tomato leaf curl Bangalore virus	Viruses	ssDNA viruses	Geminiviridae	0.002749	1	-	-	1
Tomato leaf curl Bangalore virus-[Ban5] satellite DNA beta	Viruses	Satellites	unclassified	0.001361	1	-	-	1
Tomato leaf curl Bangladesh betasatellite	Viruses	Satellites	unclassified	0.001371	1	-	-	1
Tomato leaf curl Bangladesh virus	Viruses	ssDNA viruses	Geminiviridae	0.002761	1	-	-	1
Tomato leaf curl Cameroon alphasatellite	Viruses	Satellites	unclassified	0.001392	1	-	-	1
Tomato leaf curl Cameroon virus	Viruses	ssDNA viruses	Geminiviridae	0.002808	1	-	-	1
Tomato leaf curl Cebu virus	Viruses	ssDNA viruses	Geminiviridae	0.002723	1	-	-	1
Tomato leaf curl China betasatellite	Viruses	Satellites	unclassified	0.001339	1	-	-	1
Tomato leaf curl China virus	Viruses	ssDNA viruses	Geminiviridae	0.002738	1	-	-	1
Tomato leaf curl China virus - OX2	Viruses	ssDNA viruses	Geminiviridae	0.002744	1	-	-	1
Tomato leaf curl Cotabato virus	Viruses	ssDNA viruses	Geminiviridae	0.00275	1	-	-	1
Tomato leaf curl Gandhinagar betasatellite	Viruses	Satellites	unclassified	0.001365	1	-	-	1
Tomato leaf curl Gandhinagar virus	Viruses	ssDNA viruses	Geminiviridae	0.00276	1	-	-	1
Tomato leaf curl Ghana virus	Viruses	ssDNA viruses	Geminiviridae	0.002803	1	-	-	1
Tomato leaf curl Guangdong virus	Viruses	ssDNA viruses	Geminiviridae	0.002744	1	-	-	1
Tomato leaf curl Guangxi virus	Viruses	ssDNA viruses	Geminiviridae	0.002752	1	-	-	1
Tomato leaf curl Gujarat virus	Viruses	ssDNA viruses	Geminiviridae	0.005445	2	-	-	1
Tomato leaf curl Hainan virus	Viruses	ssDNA viruses	Geminiviridae	0.002748	1	-	-	1
Tomato leaf curl Hajipur betasatellite	Viruses	Satellites	unclassified	0.001362	1	-	-	1
Tomato leaf curl Hanoi virus	Viruses	ssDNA viruses	Geminiviridae	0.00274	1	-	-	1
Tomato leaf curl Hsinchu virus	Viruses	ssDNA viruses	Geminiviridae	0.002737	1	-	-	1
Tomato leaf curl Iran virus	Viruses	ssDNA viruses	Geminiviridae	0.002763	1	-	-	1
Tomato leaf curl Java betasatellite	Viruses	Satellites	unclassified	0.000682	1	-	-	1
Tomato leaf curl Java virus	Viruses	ssDNA viruses	Geminiviridae	0.002752	1	-	-	1
Tomato leaf curl Java virus-[Ageratum] satellite DNA	Viruses	Satellites	unclassified	0.00136	1	-	-	1
Tomato leaf curl Joydebpur betasatellite	Viruses	Satellites	unclassified	0.00137	1	-	-	1
Tomato leaf curl Joydebpur virus	Viruses	ssDNA viruses	Geminiviridae	0.002761	1	-	-	1
Tomato leaf curl Karnataka alphasatellite	Viruses	Satellites	unclassified	0.001389	1	-	-	1
Tomato leaf curl Karnataka virus	Viruses	ssDNA viruses	Geminiviridae	0.002759	1	-	-	1
Tomato leaf curl Karnataka virus-associated DNA beta	Viruses	Satellites	unclassified	0.001358	1	-	-	1
Tomato leaf curl Kerala virus	Viruses	ssDNA viruses	Geminiviridae	0.002767	1	-	-	1
Tomato leaf curl Kumasi virus	Viruses	ssDNA viruses	Geminiviridae	0.002794	1	-	-	1
Tomato leaf curl Laos virus	Viruses	ssDNA viruses	Geminiviridae	0.002748	1	-	-	1
Tomato leaf curl Liwa virus	Viruses	ssDNA viruses	Geminiviridae	0.002761	1	-	-	1
Tomato leaf curl Madagascar virus-Menabe [Madagascar:Morondova:2001]	Viruses	ssDNA viruses	Geminiviridae	0.002777	1	-	-	1
Tomato leaf curl Malaysia virus	Viruses	ssDNA viruses	Geminiviridae	0.002754	1	-	-	1
Tomato leaf curl Mali virus	Viruses	ssDNA viruses	Geminiviridae	0.002773	1	-	-	1
Tomato leaf curl Mayotte virus	Viruses	ssDNA viruses	Geminiviridae	0.002768	1	-	-	1
Tomato leaf curl Mindanao virus	Viruses	ssDNA viruses	Geminiviridae	0.002761	1	-	-	1
Tomato leaf curl New Delhi betasatellite	Viruses	Satellites	unclassified	0.001012	1	-	-	1
Tomato leaf curl New Delhi virus	Viruses	ssDNA viruses	Geminiviridae	0.005435	2	-	-	1
Tomato leaf curl Nigeria virus-[Nigeria:2006]	Viruses	ssDNA viruses	Geminiviridae	0.002784	1	-	-	1
Tomato leaf curl Oman virus	Viruses	ssDNA viruses	Geminiviridae	0.002763	1	-	-	1
Tomato leaf curl Pakistan alphasatellite	Viruses	Satellites	unclassified	0.001384	1	-	-	1
Tomato leaf curl Pakistan virus	Viruses	ssDNA viruses	Geminiviridae	0.002759	1	-	-	1
Tomato leaf curl Palampur virus	Viruses	ssDNA viruses	Geminiviridae	0.005481	2	-	-	1
Tomato leaf curl Patna betasatellite	Viruses	Satellites	unclassified	0.001349	1	-	-	1
Tomato leaf curl Patna virus	Viruses	ssDNA viruses	Geminiviridae	0.002752	1	-	-	1
Tomato leaf curl Peru virus	Viruses	ssDNA viruses	Geminiviridae	0.002591	1	-	-	1
Tomato leaf curl Philippine betasatellite	Viruses	Satellites	unclassified	0.001349	1	-	-	1
Tomato leaf curl Philippines virus	Viruses	ssDNA viruses	Geminiviridae	0.002755	1	-	-	1
Tomato leaf curl Pune virus	Viruses	ssDNA viruses	Geminiviridae	0.002756	1	-	-	1
Tomato leaf curl Ranchi virus	Viruses	ssDNA viruses	Geminiviridae	0.002762	1	-	-	1
Tomato leaf curl Seychelles virus	Viruses	ssDNA viruses	Geminiviridae	0.002742	1	-	-	1
Tomato leaf curl Sinaloa virus	Viruses	ssDNA viruses	Geminiviridae	0.005173	2	-	-	1
Tomato leaf curl Sri Lanka virus	Viruses	ssDNA viruses	Geminiviridae	0.002756	1	-	-	1
Tomato leaf curl Sudan virus	Viruses	ssDNA viruses	Geminiviridae	0.002779	1	-	-	1
Tomato leaf curl Sulawesi virus	Viruses	ssDNA viruses	Geminiviridae	0.002751	1	-	-	1
Tomato leaf curl Taiwan virus	Viruses	ssDNA viruses	Geminiviridae	0.002739	1	-	-	1
Tomato leaf curl Togo betasatellite-[Togo:2006]	Viruses	Satellites	unclassified	0.001388	1	-	-	1
Tomato leaf curl Togo virus-[Togo:2006]	Viruses	ssDNA viruses	Geminiviridae	0.002794	1	-	-	1
Tomato leaf curl Vietnam virus	Viruses	ssDNA viruses	Geminiviridae	0.002745	1	-	-	1
Tomato leaf curl Yemen betasatellite	Viruses	Satellites	unclassified	0.001352	1	-	-	1
Tomato leaf curl betasatellite	Viruses	Satellites	unclassified	0.001424	1	-	-	1
Tomato leaf curl virus	Viruses	ssDNA viruses	Geminiviridae	0.002766	1	-	-	1
Tomato leaf curl virus-Pune-associated DNA beta	Viruses	Satellites	unclassified	0.00138	1	-	-	1
Tomato leaf deformation virus	Viruses	ssDNA viruses	Geminiviridae	0.002591	1	-	-	1
Tomato marchitez virus	Viruses	ssRNA viruses	Secoviridae	0.012135	2	-	-	1
Tomato mild mosaic virus	Viruses	ssDNA viruses	Geminiviridae	0.005371	2	-	-	1
Tomato mild yellow leaf curl Aragua virus - [Venezuela:10:2003]	Viruses	ssDNA viruses	Geminiviridae	0.005168	2	-	-	1
Tomato mosaic Havana virus	Viruses	ssDNA viruses	Geminiviridae	0.005206	2	-	-	1
Tomato mosaic leaf curl virus	Viruses	ssDNA viruses	Geminiviridae	0.005085	2	-	-	1
Tomato mosaic virus	Viruses	ssRNA viruses	Virgaviridae	0.006383	1	-	-	1
Tomato mottle Taino virus	Viruses	ssDNA viruses	Geminiviridae	0.005159	2	-	-	1
Tomato mottle leaf curl Zulia virus	Viruses	ssDNA viruses	Geminiviridae	0.002625	1	-	-	1
Tomato mottle mosaic virus	Viruses	ssRNA viruses	Virgaviridae	0.006398	1	-	-	1
Tomato mottle virus	Viruses	ssDNA viruses	Geminiviridae	0.005145	2	-	-	1
Tomato necrotic stunt virus	Viruses	ssRNA viruses	Potyviridae	0.010057	1	-	-	1
Tomato planta macho viroid	Viroids	Pospiviroidae	Pospiviroid	0.00036	1	-	-	1
Tomato pseudo-curly top virus	Viruses	ssDNA viruses	Geminiviridae	0.002861	1	-	-	1
Tomato ringspot virus	Viruses	ssRNA viruses	Secoviridae	0.015485	2	-	-	1
Tomato rugose mosaic virus	Viruses	ssDNA viruses	Geminiviridae	0.005194	2	-	-	1
Tomato rugose yellow leaf curl virus	Viruses	ssDNA viruses	Geminiviridae	0.005335	2	-	-	1
Tomato severe leaf curl virus	Viruses	ssDNA viruses	Geminiviridae	0.002593	1	-	-	1
Tomato severe rugose virus	Viruses	ssDNA viruses	Geminiviridae	0.005164	2	-	-	1
Tomato spotted wilt virus	Viruses	ssRNA viruses	Bunyaviridae	0.016634	3	-	-	1
Tomato torrado virus	Viruses	ssRNA viruses	Secoviridae	0.013211	2	-	-	1
Tomato yellow dwarf disease associated satellite DNA beta-[Kochi]	Viruses	Satellites	unclassified	0.001356	1	-	-	1
Tomato yellow leaf curl China alphasatellite	Viruses	Satellites	unclassified	0.001363	1	-	-	1
Tomato yellow leaf curl China betasatellite	Viruses	Satellites	unclassified	0.001335	1	-	-	1
Tomato yellow leaf curl China virus	Viruses	ssDNA viruses	Geminiviridae	0.002734	1	-	-	1
Tomato yellow leaf curl Guangdong virus	Viruses	ssDNA viruses	Geminiviridae	0.002744	1	-	-	1
Tomato yellow leaf curl Indonesia virus-[Lembang]	Viruses	ssDNA viruses	Geminiviridae	0.002762	1	-	-	1
Tomato yellow leaf curl Kanchanaburi virus	Viruses	ssDNA viruses	Geminiviridae	0.005504	2	-	-	1
Tomato yellow leaf curl Malaga virus	Viruses	ssDNA viruses	Geminiviridae	0.002782	1	-	-	1
Tomato yellow leaf curl Mali virus-associated DNA beta	Viruses	Satellites	unclassified	0.001346	1	-	-	1
Tomato yellow leaf curl Sardinia virus	Viruses	ssDNA viruses	Geminiviridae	0.002773	1	-	-	1
Tomato yellow leaf curl Saudi virus	Viruses	ssDNA viruses	Geminiviridae	0.002775	1	-	-	1
Tomato yellow leaf curl Thailand betasatellite	Viruses	Satellites	unclassified	0.001337	1	-	-	1
Tomato yellow leaf curl Thailand virus	Viruses	ssDNA viruses	Geminiviridae	0.005488	2	-	-	1
Tomato yellow leaf curl Thailand virus associated DNA 1	Viruses	Satellites	unclassified	0.001363	1	-	-	1
Tomato yellow leaf curl Vietnam virus	Viruses	ssDNA viruses	Geminiviridae	0.002745	1	-	-	1
Tomato yellow leaf curl Vietnam virus satellite DNA beta	Viruses	Satellites	unclassified	0.001356	1	-	-	1
Tomato yellow leaf curl Yunnan virus	Viruses	ssDNA viruses	Geminiviridae	0.002754	1	-	-	1
Tomato yellow leaf curl virus	Viruses	ssDNA viruses	Geminiviridae	0.002781	1	-	-	1
Tomato yellow leaf curl virus-associated DNA beta	Viruses	Satellites	unclassified	0.001371	1	-	-	1
Tomato yellow leaf distortion virus	Viruses	ssDNA viruses	Geminiviridae	0.005219	2	-	-	1
Tomato yellow margin leaf curl virus	Viruses	ssDNA viruses	Geminiviridae	0.005118	2	-	-	1
Tomato yellow mottle virus	Viruses	ssDNA viruses	Geminiviridae	0.005121	2	-	-	1
Tomato yellow spot virus	Viruses	ssDNA viruses	Geminiviridae	0.0053	2	-	-	1
Tomato yellow vein streak virus	Viruses	ssDNA viruses	Geminiviridae	0.00513	2	-	-	1
Tomato zonate spot virus	Viruses	ssRNA viruses	Bunyaviridae	0.017143	3	-	-	1
Tomitella biformata	Bacteria	Actinobacteria	Actinobacteria	4.70953	-	-	-	1
Torque teno canis virus	Viruses	ssDNA viruses	Anelloviridae	0.002797	1	-	-	1
Torque teno douroucouli virus	Viruses	ssDNA viruses	Anelloviridae	0.003718	1	-	-	1
Torque teno felis virus	Viruses	ssDNA viruses	Anelloviridae	0.002064	1	-	-	1
Torque teno midi virus 1	Viruses	ssDNA viruses	Anelloviridae	0.003245	1	-	-	1
Torque teno midi virus 2	Viruses	ssDNA viruses	Anelloviridae	0.003253	1	-	-	1
Torque teno mini virus 1	Viruses	ssDNA viruses	Anelloviridae	0.002856	1	-	-	1
Torque teno mini virus 2	Viruses	ssDNA viruses	Anelloviridae	0.002765	1	-	-	1
Torque teno mini virus 3	Viruses	ssDNA viruses	Anelloviridae	0.002897	1	-	-	1
Torque teno mini virus 4	Viruses	ssDNA viruses	Anelloviridae	0.002785	1	-	-	1
Torque teno mini virus 5	Viruses	ssDNA viruses	Anelloviridae	0.002908	1	-	-	1
Torque teno mini virus 6	Viruses	ssDNA viruses	Anelloviridae	0.002897	1	-	-	1
Torque teno mini virus 7	Viruses	ssDNA viruses	Anelloviridae	0.002952	1	-	-	1
Torque teno mini virus 8	Viruses	ssDNA viruses	Anelloviridae	0.00291	1	-	-	1
Torque teno mini virus 9	Viruses	ssDNA viruses	Anelloviridae	0.002915	1	-	-	1
Torque teno sus virus 1a	Viruses	ssDNA viruses	Anelloviridae	0.002878	1	-	-	1
Torque teno sus virus k2	Viruses	ssDNA viruses	Anelloviridae	0.002735	1	-	-	1
Torque teno tamarin virus	Viruses	ssDNA viruses	Anelloviridae	0.003371	1	-	-	1
Torque teno virus	Viruses	ssDNA viruses	Anelloviridae	0.003725	1	-	-	1
Torque teno virus 1	Viruses	ssDNA viruses	Anelloviridae	0.003852	1	-	-	1
Torque teno virus 10	Viruses	ssDNA viruses	Anelloviridae	0.00377	1	-	-	1
Torque teno virus 12	Viruses	ssDNA viruses	Anelloviridae	0.003759	1	-	-	1
Torque teno virus 14	Viruses	ssDNA viruses	Anelloviridae	0.003899	1	-	-	1
Torque teno virus 15	Viruses	ssDNA viruses	Anelloviridae	0.003787	1	-	-	1
Torque teno virus 16	Viruses	ssDNA viruses	Anelloviridae	0.003818	1	-	-	1
Torque teno virus 19	Viruses	ssDNA viruses	Anelloviridae	0.003808	1	-	-	1
Torque teno virus 2	Viruses	ssDNA viruses	Anelloviridae	0.003322	1	-	-	1
Torque teno virus 25	Viruses	ssDNA viruses	Anelloviridae	0.003763	1	-	-	1
Torque teno virus 26	Viruses	ssDNA viruses	Anelloviridae	0.003798	1	-	-	1
Torque teno virus 27	Viruses	ssDNA viruses	Anelloviridae	0.003729	1	-	-	1
Torque teno virus 28	Viruses	ssDNA viruses	Anelloviridae	0.003629	1	-	-	1
Torque teno virus 3	Viruses	ssDNA viruses	Anelloviridae	0.003748	1	-	-	1
Torque teno virus 4	Viruses	ssDNA viruses	Anelloviridae	0.00369	1	-	-	1
Torque teno virus 6	Viruses	ssDNA viruses	Anelloviridae	0.003705	1	-	-	1
Torque teno virus 7	Viruses	ssDNA viruses	Anelloviridae	0.003736	1	-	-	1
Torque teno virus 8	Viruses	ssDNA viruses	Anelloviridae	0.00379	1	-	-	1
Torque teno zalophus virus 1	Viruses	ssDNA viruses	Anelloviridae	0.00214	1	-	-	1
Tortoise rafivirus A	Viruses	ssRNA viruses	Picornaviridae	0.007204	1	-	-	1
Torulaspora delbrueckii	Eukaryota	Fungi	Ascomycetes	9.22068	8	-	-	1
Toxoplasma gondii	Eukaryota	Protists	Apicomplexans	65.0622	-	1	-	16
Trachipleistophora hominis	Eukaryota	Fungi	Other Fungi	8.49818	-	-	-	1
Trametes versicolor	Eukaryota	Fungi	Basidiomycetes	44.794	-	-	-	1
Tree shrew adenovirus A	Viruses	dsDNA viruses, no RNA stage	Adenoviridae	0.033501	1	-	-	1
Tremella mesenterica	Eukaryota	Fungi	Basidiomycetes	28.6399	-	-	-	1
Treponema	Bacteria	Spirochaetes	Spirochaetia	3.03205	-	-	-	2
Treponema azotonutricium	Bacteria	Spirochaetes	Spirochaetia	3.85567	1	-	-	1
Treponema brennaborense	Bacteria	Spirochaetes	Spirochaetia	3.05558	1	-	-	1
Treponema bryantii	Bacteria	Spirochaetes	Spirochaetia	3.30949	-	-	-	1
Treponema caldaria	Bacteria	Spirochaetes	Spirochaetia	3.23934	1	-	-	1
Treponema denticola	Bacteria	Spirochaetes	Spirochaetia	2.99028	1	-	1	17
Treponema lecithinolyticum	Bacteria	Spirochaetes	Spirochaetia	2.34089	-	-	-	1
Treponema maltophilum	Bacteria	Spirochaetes	Spirochaetia	2.53039	-	-	-	1
Treponema medium	Bacteria	Spirochaetes	Spirochaetia	2.72751	-	-	-	1
Treponema pallidum	Bacteria	Spirochaetes	Spirochaetia	1.14048	1	-	-	12
Treponema paraluiscuniculi	Bacteria	Spirochaetes	Spirochaetia	1.13339	1	-	-	1
Treponema pedis	Bacteria	Spirochaetes	Spirochaetia	3.46652	1	-	-	7
Treponema phagedenis	Bacteria	Spirochaetes	Spirochaetia	3.25077	-	-	-	2
Treponema primitia	Bacteria	Spirochaetes	Spirochaetia	4.05987	1	-	-	2
Treponema saccharophilum	Bacteria	Spirochaetes	Spirochaetia	3.4539	-	-	-	1
Treponema socranskii	Bacteria	Spirochaetes	Spirochaetia	2.82669	-	-	-	3
Treponema succinifaciens	Bacteria	Spirochaetes	Spirochaetia	2.89743	1	-	1	1
Treponema vincentii	Bacteria	Spirochaetes	Spirochaetia	2.69349	-	-	-	2
Triatoma virus	Viruses	ssRNA viruses	Dicistroviridae	0.00901	1	-	-	1
Tribolium castaneum	Eukaryota	Animals	Insects	210.265	10	1	-	1
Trichechus manatus latirostris	Eukaryota	Animals	Mammals	3103.81	-	1	-	1
Trichechus manatus latirostris papillomavirus 2	Viruses	dsDNA viruses, no RNA stage	Papillomaviridae	0.007855	1	-	-	1
Trichechus manatus papillomavirus 1	Viruses	dsDNA viruses, no RNA stage	Papillomaviridae	0.007722	1	-	-	1
Trichinella spiralis	Eukaryota	Animals	Roundworms	63.5254	-	1	-	1
Trichoderma atroviride	Eukaryota	Fungi	Ascomycetes	36.1437	-	-	-	1
Trichoderma hamatum	Eukaryota	Fungi	Ascomycetes	38.1761	-	-	-	1
Trichoderma harzianum	Eukaryota	Fungi	Ascomycetes	37.6867	-	-	1	1
Trichoderma longibrachiatum	Eukaryota	Fungi	Ascomycetes	31.7431	-	-	-	1
Trichoderma reesei	Eukaryota	Fungi	Ascomycetes	33.3957	-	1	-	2
Trichoderma virens	Eukaryota	Fungi	Ascomycetes	39.0227	-	-	-	1
Trichodesmium erythraeum	Bacteria	Cyanobacteria	Oscillatoriophycideae	7.75011	1	-	-	1
Trichodysplasia spinulosa-associated polyomavirus	Viruses	dsDNA viruses, no RNA stage	Polyomaviridae	0.005232	1	-	-	1
Trichogramma pretiosum	Eukaryota	Animals	Insects	196.221	-	-	-	1
Trichomonas vaginalis	Eukaryota	Protists	Other Protists	176.42	-	-	-	1
Trichomonas vaginalis virus	Viruses	dsRNA viruses	Totiviridae	0.004647	1	-	-	1
Trichomonas vaginalis virus 2	Viruses	dsRNA viruses	Totiviridae	0.004674	1	-	-	1
Trichomonas vaginalis virus 3	Viruses	dsRNA viruses	Totiviridae	0.004844	1	-	-	1
Trichophyton equinum	Eukaryota	Fungi	Ascomycetes	24.1582	-	-	-	1
Trichophyton interdigitale	Eukaryota	Fungi	Ascomycetes	22.4696	-	-	-	2
Trichophyton rubrum	Eukaryota	Fungi	Ascomycetes	23.1653	-	1	-	10
Trichophyton soudanense	Eukaryota	Fungi	Ascomycetes	22.8544	-	-	-	1
Trichophyton tonsurans	Eukaryota	Fungi	Ascomycetes	22.9886	-	-	-	1
Trichophyton verrucosum	Eukaryota	Fungi	Ascomycetes	22.541	-	-	-	1
Trichoplax adhaerens	Eukaryota	Animals	Other Animals	105.632	-	1	-	1
Trichoplusia ni ascovirus 2c	Viruses	dsDNA viruses, no RNA stage	Ascoviridae	0.174059	1	-	-	1
Trichoplusia ni cypovirus 15	Viruses	dsRNA viruses	Reoviridae	0.02512	11	-	-	1
Trichoplusia ni single nucleopolyhedrovirus	Viruses	dsDNA viruses, no RNA stage	Baculoviridae	0.134394	1	-	-	1
Trichormus azollae	Bacteria	Cyanobacteria	Nostocales	5.48614	1	-	2	1
Trichosporon asahii	Eukaryota	Fungi	Basidiomycetes	25.2996	-	1	-	2
Trichuris muris	Eukaryota	Animals	Roundworms	84.4053	-	-	-	1
Trichuris trichiura	Eukaryota	Animals	Roundworms	75.4964	-	1	-	1
Trifolium pratense	Eukaryota	Plants	Land Plants	304.979	-	-	-	1
Triticum aestivum	Eukaryota	Plants	Land Plants	3800.33	1	1	-	4
Triticum mosaic virus	Viruses	ssRNA viruses	Potyviridae	0.010282	1	-	-	1
Triticum urartu	Eukaryota	Plants	Land Plants	3747.05	-	1	-	1
Tropheryma whipplei	Bacteria	Actinobacteria	Actinobacteria	0.927575	1	-	-	18
Truepera radiovictrix	Bacteria	Deinococcus-Thermus	Deinococci	3.2604	1	-	-	1
Trueperella pyogenes	Bacteria	Actinobacteria	Actinobacteria	2.33839	1	-	2	2
Trypanosoma brucei	Eukaryota	Protists	Kinetoplasts	26.0755	11	-	-	5
Trypanosoma congolense	Eukaryota	Protists	Kinetoplasts	18.8055	-	-	-	1
Trypanosoma cruzi	Eukaryota	Protists	Kinetoplasts	89.9375	-	-	-	7
Trypanosoma grayi	Eukaryota	Protists	Kinetoplasts	20.9341	-	-	-	1
Trypanosoma vivax	Eukaryota	Protists	Kinetoplasts	24.7793	-	-	-	1
Tsukamurella	Bacteria	Actinobacteria	Actinobacteria	4.5034	-	-	-	1
Tsukamurella paurometabola	Bacteria	Actinobacteria	Actinobacteria	4.47972	1	-	1	1
Tsukamurella phage TPA2	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.06144	1	-	-	1
Tuber aestivum endornavirus	Viruses	dsRNA viruses	Endornaviridae	0.00976	1	-	-	1
Tuber aestivum mitovirus	Viruses	ssRNA viruses	Narnaviridae	0.00348	1	-	-	1
Tuber melanosporum	Eukaryota	Fungi	Ascomycetes	124.946	-	-	-	1
Tuberibacillus calidus	Bacteria	Firmicutes	Bacilli	3.24201	-	-	-	1
Tula virus	Viruses	ssRNA viruses	Bunyaviridae	0.012066	3	-	-	1
Tulare apple mosaic virus	Viruses	ssRNA viruses	Bromoviridae	0.008632	3	-	-	1
Tulip virus X	Viruses	ssRNA viruses	Alphaflexiviridae	0.006056	1	-	-	1
Tumebacillus flagellatus	Bacteria	Firmicutes	Bacilli	4.87479	-	-	-	1
Tupaia belangeri	Eukaryota	Animals	Mammals	2137.23	-	1	-	1
Tupaia chinensis	Eukaryota	Animals	Mammals	2846.58	-	-	-	1
Tupaia paramyxovirus	Viruses	ssRNA viruses	Paramyxoviridae	0.017904	1	-	-	1
Tupaia virus	Viruses	ssRNA viruses	Rhabdoviridae	0.01144	1	-	-	1
Tupaiid herpesvirus 1	Viruses	dsDNA viruses, no RNA stage	Herpesviridae	0.195859	1	-	-	1
Turdivirus 1	Viruses	ssRNA viruses	Picornaviridae	0.008035	1	-	-	1
Turdivirus 2	Viruses	ssRNA viruses	Picornaviridae	0.007641	1	-	-	1
Turdivirus 3	Viruses	ssRNA viruses	Picornaviridae	0.007678	1	-	-	1
Turicella otitidis	Bacteria	Actinobacteria	Actinobacteria	2.15486	-	-	-	2
Turicibacter	Bacteria	Firmicutes	Erysipelotrichia	2.94747	-	-	-	1
Turicibacter sanguinis	Bacteria	Firmicutes	Erysipelotrichia	2.95341	-	-	-	1
Turkey adenovirus 1	Viruses	dsDNA viruses, no RNA stage	Adenoviridae	0.045413	1	-	-	1
Turkey adenovirus 4	Viruses	dsDNA viruses, no RNA stage	Adenoviridae	0.04294	1	-	-	1
Turkey adenovirus 5	Viruses	dsDNA viruses, no RNA stage	Adenoviridae	0.043686	1	-	-	1
Turkey adenovirus A	Viruses	dsDNA viruses, no RNA stage	Adenoviridae	0.026263	1	-	-	2
Turkey astrovirus	Viruses	ssRNA viruses	Astroviridae	0.007003	1	-	-	1
Turkey gallivirus	Viruses	ssRNA viruses	Picornaviridae	0.008496	1	-	-	1
Turkey megrivirus	Viruses	ssRNA viruses	Picornaviridae	0.009739	1	-	-	1
Turkey stool associated circular ssDNA virus	Viruses	ssDNA viruses	unclassified	0.002479	1	-	-	1
Turneriella parva	Bacteria	Spirochaetes	Spirochaetia	4.4093	1	-	1	1
Turnip crinkle virus	Viruses	ssRNA viruses	Tombusviridae	0.004054	1	-	-	1
Turnip crinkle virus satellite RNA	Viruses	Satellites	unclassified	0.000355	1	-	-	2
Turnip curly top virus	Viruses	ssDNA viruses	Geminiviridae	0.002981	1	-	-	1
Turnip mosaic virus	Viruses	ssRNA viruses	Potyviridae	0.009835	1	-	-	1
Turnip ringspot virus	Viruses	ssRNA viruses	Secoviridae	0.010067	2	-	-	1
Turnip rosette virus	Viruses	ssRNA viruses	unclassified	0.004086	1	-	-	1
Turnip vein-clearing virus	Viruses	ssRNA viruses	Virgaviridae	0.006311	1	-	-	1
Turnip yellow mosaic virus	Viruses	ssRNA viruses	Tymoviridae	0.006318	1	-	-	1
Turnip yellows virus	Viruses	ssRNA viruses	Luteoviridae	0.005641	1	-	-	1
Tursiops truncatus	Eukaryota	Animals	Mammals	2551.42	-	1	-	1
Tursiops truncatus papillomavirus 2	Viruses	dsDNA viruses, no RNA stage	Papillomaviridae	0.007866	1	-	-	1
Tylonycteris bat coronavirus HKU4	Viruses	ssRNA viruses	Coronaviridae	0.030286	1	-	-	1
Tyto alba	Eukaryota	Animals	Birds	1120.14	-	-	-	1
